"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2020,135770621,1,
2020,139664640,1,
2020,139660690,1,
2020,139660952,1,
2020,147002969,1,
2020,147001240,10,
2020,142849308,1,
2020,147005195,1,
2020,147001513,10,
2020,147000673,1,
2020,147004486,10,
2020,147000936,10,
2020,147003412,1,
2020,148938688,10,
2020,149050673,9,
2020,142848368,10,
2020,142847214,10,
2020,139664683,10,
2020,137572382,1,
2020,139664459,1,
2020,134456865,1,
2020,139660409,5,
2020,139663834,10,
2020,136553673,1,
2020,136552300,3,
2020,147002195,1,
2020,147004772,10,
2020,142845949,1,
2020,142846267,6,
2020,142846267,1,
2020,142846504,10,
2020,142848329,10,
2020,147201195,10,
2020,142846749,1,
2020,147003886,10,
2020,147005271,1,
2020,147000839,1,
2020,148938499,10,
2020,148938504,10,
2020,148938687,9,
2020,139660208,1,
2020,139659664,10,
2020,139659522,10,
2020,147005036,1,
2020,136551980,10,
2020,147200986,1,
2020,142846160,1,
2020,147000249,10,
2020,147001304,9,
2020,147001966,1,
2020,149050737,1,
2020,142849121,10,
2020,139663751,10,
2020,142847038,10,
2020,142847223,10,
2020,139660480,9,
2020,149050846,9,
2020,142845836,10,
2020,142848624,1,
2020,142846622,9,
2020,147004257,10,
2020,146997877,10,
2020,147005010,10,
2020,147201199,10,
2020,137572599,10,
2020,136553787,1,
2020,137577424,1,
2020,147003003,9,
2020,147003659,10,
2020,147001311,10,
2020,148938557,10,
2020,148938555,10,
2020,142848879,10,
2020,139660271,10,
2020,139659909,4,
2020,139659909,3,
2020,139664642,10,
2020,139660927,10,
2020,139659948,1,
2020,147002100,1,
2020,134457041,10,
2020,134456877,10,
2020,136551527,8,
2020,136551393,1,
2020,147000391,10,
2020,147000842,10,
2020,147004314,10,
2020,147005163,1,
2020,147000615,1,
2020,147000251,1,
2020,142848842,9,
2020,142849030,1,
2020,142846650,10,
2020,147000419,10,
2020,142848993,10,
2020,142849174,10,
2020,147002288,1,
2020,142846236,10,
2020,142848133,10,
2020,142846621,9,
2020,142846266,1,
2020,147000845,10,
2020,147000324,10,
2020,147002183,9,
2020,137572574,10,
2020,135770767,1,
2020,139663766,10,
2020,142849267,10,
2020,147197607,10,
2020,147003641,1,
2020,146997295,9,
2020,147001692,10,
2020,147000639,2,
2020,146997606,10,
2020,146997541,10,
2020,139659330,10,
2020,148938598,10,
2020,139660437,1,
2020,139660693,10,
2020,139659472,1,
2020,135771083,1,
2020,139664565,9,
2020,147002246,9,
2020,142848155,10,
2020,142848507,1,
2020,147001994,1,
2020,142846088,10,
2020,142846153,1,
2020,142846500,10,
2020,142846359,10,
2020,147004969,10,
2020,147000743,1,
2020,147005392,2,
2020,146997569,10,
2020,147004356,1,
2020,147000688,1,
2020,147003810,1,
2020,147002604,10,
2020,137572705,6,
2020,137572447,10,
2020,142847004,10,
2020,142849295,10,
2020,147005276,10,
2020,147000625,1,
2020,147004293,10,
2020,147000638,2,
2020,148938713,10,
2020,149046948,1,
2020,139664037,1,
2020,142849310,1,
2020,148938672,1,
2020,139660520,10,
2020,137572876,9,
2020,139663976,1,
2020,134457192,10,
2020,139663928,10,
2020,139663716,1,
2020,136552134,1,
2020,148938691,10,
2020,148938818,1,
2020,147000840,10,
2020,147002164,10,
2020,142846159,1,
2020,146997306,10,
2020,147003290,9,
2020,147001396,1,
2020,139663967,6,
2020,139659598,1,
2020,139660764,10,
2020,142846360,1,
2020,142846363,10,
2020,147003904,10,
2020,147003895,10,
2020,147004401,6,
2020,142846986,10,
2020,142849232,1,
2020,146997299,10,
2020,147005228,1,
2020,147001525,10,
2020,137572879,10,
2020,139660687,1,
2020,147002124,10,
2020,146997338,6,
2020,147001511,10,
2020,147005334,6,
2020,147003500,10,
2020,147000941,10,
2020,147000943,10,
2020,147003966,10,
2020,147003968,10,
2020,146997428,1,
2020,142848960,1,
2020,142849250,10,
2020,135766649,1,
2020,139660713,10,
2020,139664379,1,
2020,137577449,2,
2020,139660513,1,
2020,139660475,1,
2020,139660888,1,
2020,139663901,1,
2020,136551768,10,
2020,136551900,10,
2020,136551982,10,
2020,136552114,6,
2020,142846520,10,
2020,147004337,10,
2020,147000287,9,
2020,147001590,9,
2020,142849222,9,
2020,147002343,10,
2020,147002602,10,
2020,149047131,1,
2020,142846691,9,
2020,142848631,6,
2020,139659785,1,
2020,142847040,10,
2020,146997589,1,
2020,142846987,10,
2020,149046982,1,
2020,147001816,10,
2020,147002529,9,
2020,137572798,1,
2020,135770789,6,
2020,135770823,1,
2020,142849141,1,
2020,147001029,1,
2020,147003419,1,
2020,147003936,1,
2020,147003039,9,
2020,147003643,1,
2020,147003898,10,
2020,147002184,10,
2020,146997429,1,
2020,142848881,10,
2020,148938513,1,
2020,139659634,10,
2020,137577252,10,
2020,137572676,10,
2020,134457070,10,
2020,134457472,1,
2020,134457606,1,
2020,134457832,10,
2020,139663917,1,
2020,136553811,10,
2020,139659742,1,
2020,139659742,9,
2020,136551635,10,
2020,136551921,10,
2020,136552009,10,
2020,136552135,1,
2020,148938690,10,
2020,147001139,1,
2020,142846935,10,
2020,142847229,10,
2020,139663775,10,
2020,142846936,1,
2020,142847254,10,
2020,142848198,10,
2020,142846003,1,
2020,142848598,10,
2020,142846211,10,
2020,147000437,1,
2020,147002945,9,
2020,146997449,1,
2020,142848883,6,
2020,137577060,6,
2020,137572708,1,
2020,137577253,1,
2020,139663954,10,
2020,142846886,1,
2020,142849078,1,
2020,142847218,1,
2020,142849280,1,
2020,146997343,9,
2020,147003970,1,
2020,147004154,1,
2020,147000329,10,
2020,147000974,8,
2020,147001521,1,
2020,147005221,10,
2020,147003386,10,
2020,147001885,1,
2020,147001302,10,
2020,139664583,10,
2020,142849000,1,
2020,148938943,10,
2020,137576959,1,
2020,139660750,10,
2020,147002133,1,
2020,134456976,1,
2020,134457101,2,
2020,139664618,1,
2020,139664618,6,
2020,139659947,10,
2020,136551593,10,
2020,146997370,1,
2020,147003214,1,
2020,147001780,10,
2020,142846129,17,
2020,147202912,1,
2020,142846933,10,
2020,142846565,10,
2020,142846786,4,
2020,142846717,10,
2020,142848554,1,
2020,147000658,10,
2020,142848211,1,
2020,146997549,9,
2020,147001701,9,
2020,137572889,1,
2020,137577418,9,
2020,139659672,1,
2020,139660242,10,
2020,142848758,1,
2020,147003878,10,
2020,147003987,9,
2020,147001956,6,
2020,147197728,10,
2020,147003388,10,
2020,147004160,9,
2020,146997590,1,
2020,148938480,6,
2020,149051035,10,
2020,139660479,6,
2020,139660730,1,
2020,139664484,1,
2020,137572380,1,
2020,139660326,10,
2020,137577378,10,
2020,134456979,1,
2020,139664435,10,
2020,139660245,10,
2020,135771237,9,
2020,147004854,1,
2020,142848210,1,
2020,147002204,1,
2020,142848275,10,
2020,149047031,1,
2020,142845970,10,
2020,142848193,10,
2020,142846759,10,
2020,147202929,1,
2020,142849261,1,
2020,149046922,10,
2020,142846421,10,
2020,142848200,10,
2020,142845998,1,
2020,142848486,10,
2020,142847128,1,
2020,142847158,1,
2020,147003258,9,
2020,147003261,9,
2020,149051202,9,
2020,147000804,10,
2020,147001168,1,
2020,146997835,10,
2020,147001137,6,
2020,136551432,10,
2020,142848955,9,
2020,142847049,9,
2020,142849246,10,
2020,148938599,8,
2020,139660305,10,
2020,139659825,1,
2020,139664236,1,
2020,134456848,9,
2020,139664253,1,
2020,135771164,1,
2020,147000843,10,
2020,142846523,10,
2020,147001554,10,
2020,147005452,10,
2020,147004248,10,
2020,147004947,10,
2020,142846145,1,
2020,142848502,10,
2020,147202917,1,
2020,142849220,1,
2020,142846779,4,
2020,147001026,10,
2020,142847148,1,
2020,142845997,10,
2020,147001315,1,
2020,142845975,1,
2020,147003724,5,
2020,137572556,9,
2020,142846752,1,
2020,147005426,10,
2020,147003498,10,
2020,146997240,6,
2020,147000945,10,
2020,147005402,1,
2020,147002517,1,
2020,146997601,10,
2020,139663808,10,
2020,139659865,1,
2020,134462985,1,
2020,139659794,10,
2020,137577263,10,
2020,147002567,1,
2020,134457351,9,
2020,139664473,10,
2020,136551883,8,
2020,136552077,10,
2020,136552196,1,
2020,148938468,1,
2020,148938935,1,
2020,147003943,1,
2020,147001261,1,
2020,142849224,10,
2020,147001965,1,
2020,149050902,9,
2020,149050694,9,
2020,142848867,10,
2020,139663829,9,
2020,149046923,10,
2020,147004783,1,
2020,142846505,10,
2020,147000301,10,
2020,142846831,1,
2020,147004588,10,
2020,147003725,10,
2020,148938928,8,
2020,137576978,1,
2020,135770724,1,
2020,135770841,10,
2020,142849191,1,
2020,147004256,1,
2020,147004739,1,
2020,146997349,1,
2020,147005463,1,
2020,146997242,10,
2020,147004350,10,
2020,148938892,3,
2020,142846366,6,
2020,142849139,10,
2020,139660824,10,
2020,137577188,1,
2020,139659841,1,
2020,142846640,10,
2020,134457077,10,
2020,134457159,1,
2020,134457787,10,
2020,139663817,10,
2020,135771107,9,
2020,136551666,10,
2020,136552197,10,
2020,136551377,1,
2020,147004309,10,
2020,147001916,1,
2020,147000250,1,
2020,147004383,1,
2020,142848997,10,
2020,142848951,1,
2020,142849315,10,
2020,149050796,1,
2020,147005011,1,
2020,142846907,1,
2020,146997476,1,
2020,147003053,10,
2020,146997329,10,
2020,147005128,1,
2020,147002532,9,
2020,147002627,10,
2020,149047165,1,
2020,137577420,10,
2020,135770771,10,
2020,139663955,10,
2020,139664006,1,
2020,147000540,10,
2020,147004489,2,
2020,147002150,9,
2020,147001123,1,
2020,139659972,10,
2020,139660691,10,
2020,137572559,1,
2020,137572371,10,
2020,139660270,9,
2020,139660571,9,
2020,139664536,5,
2020,139660423,1,
2020,135771066,1,
2020,147001401,4,
2020,142848156,10,
2020,142848279,1,
2020,142846525,10,
2020,147001537,1,
2020,147001449,10,
2020,142845960,10,
2020,142847219,10,
2020,142846724,10,
2020,146997760,1,
2020,147004344,1,
2020,147000369,10,
2020,137577212,6,
2020,147004944,9,
2020,147004806,9,
2020,148938509,10,
2020,139663810,10,
2020,139659656,1,
2020,139664774,6,
2020,148938646,1,
2020,148938741,10,
2020,148938942,10,
2020,137577020,1,
2020,137577394,1,
2020,137572697,10,
2020,139660747,10,
2020,139664365,1,
2020,139660314,10,
2020,139660609,10,
2020,142846276,1,
2020,134457339,1,
2020,139663929,10,
2020,139659599,4,
2020,139659781,1,
2020,139660059,10,
2020,136551785,10,
2020,136551969,1,
2020,136552174,6,
2020,148938543,10,
2020,147003769,10,
2020,142846141,10,
2020,142849266,1,
2020,147002581,10,
2020,139659571,1,
2020,142848199,10,
2020,142846648,1,
2020,147000430,10,
2020,147004047,1,
2020,146997342,10,
2020,147004274,10,
2020,147002180,9,
2020,142846630,1,
2020,147003499,10,
2020,147001861,2,
2020,147202903,10,
2020,147002592,9,
2020,148938507,10,
2020,142848784,1,
2020,148938692,1,
2020,139664038,2,
2020,137577023,1,
2020,137572550,10,
2020,137572699,10,
2020,139664436,10,
2020,139663728,10,
2020,139660659,10,
2020,139660778,10,
2020,135771088,10,
2020,136551891,9,
2020,136552209,1,
2020,148938907,9,
2020,142848159,10,
2020,142845947,1,
2020,142846506,10,
2020,147003648,1,
2020,147202940,10,
2020,142846203,10,
2020,142848483,1,
2020,147004126,1,
2020,137572367,1,
2020,139660241,10,
2020,147000529,10,
2020,147001228,10,
2020,147003072,10,
2020,147001940,1,
2020,147003804,10,
2020,146997290,4,
2020,146997851,1,
2020,139663973,10,
2020,139660257,1,
2020,139660275,10,
2020,142849150,1,
2020,135766624,10,
2020,139659971,10,
2020,139660126,1,
2020,139659372,6,
2020,139659372,1,
2020,139664704,10,
2020,137577383,9,
2020,137577385,9,
2020,134457633,10,
2020,136551569,1,
2020,147002157,9,
2020,147001161,1,
2020,142849085,10,
2020,142849301,10,
2020,142849154,1,
2020,147000297,9,
2020,147200721,10,
2020,147202915,1,
2020,139664184,1,
2020,142849314,10,
2020,139664841,6,
2020,142848290,10,
2020,142846472,1,
2020,142848351,10,
2020,142849019,1,
2020,146997740,1,
2020,147203052,10,
2020,147000263,1,
2020,139664007,1,
2020,142847232,10,
2020,147000931,9,
2020,147003205,10,
2020,142849016,10,
2020,146997586,10,
2020,147004990,10,
2020,147003737,10,
2020,147000988,8,
2020,147000915,10,
2020,148938660,9,
2020,149050721,10,
2020,136551435,10,
2020,139663785,1,
2020,137577189,1,
2020,137572874,9,
2020,147003594,1,
2020,134457524,10,
2020,139660255,10,
2020,139663964,9,
2020,136553833,10,
2020,135771174,2,
2020,135771238,9,
2020,149046884,9,
2020,147000575,1,
2020,147003645,10,
2020,147001221,10,
2020,142848745,1,
2020,149046933,2,
2020,147002097,1,
2020,142846154,1,
2020,142847070,10,
2020,142848616,8,
2020,146997666,1,
2020,147203055,10,
2020,135770619,1,
2020,135770687,10,
2020,135770917,10,
2020,147003315,10,
2020,147004048,1,
2020,147004808,9,
2020,147003387,10,
2020,147197528,10,
2020,147004581,1,
2020,148938648,10,
2020,136551430,10,
2020,139660441,6,
2020,142849142,10,
2020,139659792,10,
2020,137577235,10,
2020,137577377,10,
2020,139660749,10,
2020,139659901,1,
2020,137572679,10,
2020,147002249,9,
2020,134457410,1,
2020,139663838,10,
2020,135771172,10,
2020,139664714,1,
2020,136551540,6,
2020,147002162,10,
2020,147001444,6,
2020,147004900,10,
2020,149047263,1,
2020,147004946,10,
2020,142849075,10,
2020,147200985,4,
2020,142849126,1,
2020,147002379,10,
2020,142848607,10,
2020,142846330,1,
2020,147000299,3,
2020,142849017,10,
2020,142847027,1,
2020,147004579,1,
2020,137577229,6,
2020,139664366,1,
2020,142849304,10,
2020,142849157,1,
2020,147004737,10,
2020,147004214,10,
2020,147004685,10,
2020,146997523,1,
2020,148938888,3,
2020,142848656,1,
2020,139659507,1,
2020,139664533,10,
2020,139664385,10,
2020,139664648,10,
2020,139659367,10,
2020,139660638,10,
2020,137577178,1,
2020,137577266,10,
2020,139664121,1,
2020,139664539,5,
2020,139660773,10,
2020,136553809,6,
2020,135771295,1,
2020,136551751,10,
2020,147001720,9,
2020,142846451,10,
2020,142846031,10,
2020,142848224,10,
2020,142849044,10,
2020,142846146,1,
2020,147003912,6,
2020,142848861,10,
2020,142846919,10,
2020,139664444,6,
2020,142848984,9,
2020,142849198,10,
2020,142846210,1,
2020,142848479,1,
2020,142848764,10,
2020,147000302,10,
2020,142849048,1,
2020,142846007,1,
2020,142848208,1,
2020,142846042,1,
2020,137577303,10,
2020,135770705,1,
2020,147000912,1,
2020,147001756,10,
2020,147201123,9,
2020,147002110,1,
2020,146997456,1,
2020,146997700,1,
2020,147002994,10,
2020,139664684,1,
2020,142849193,9,
2020,139660959,8,
2020,139659631,10,
2020,139664215,1,
2020,139660265,1,
2020,137572886,10,
2020,137572461,10,
2020,137577292,1,
2020,139660124,6,
2020,134457540,10,
2020,134457785,1,
2020,139663727,10,
2020,139660936,6,
2020,136552080,10,
2020,136552142,10,
2020,136552171,1,
2020,147001879,10,
2020,148938847,1,
2020,147000786,1,
2020,147003823,1,
2020,147001882,1,
2020,147197792,10,
2020,147004234,1,
2020,142849093,10,
2020,147001657,9,
2020,149047284,1,
2020,147002576,10,
2020,147201086,1,
2020,139664395,10,
2020,142849049,10,
2020,147001418,10,
2020,147004642,10,
2020,142846036,2,
2020,147000326,10,
2020,147000362,10,
2020,137577239,9,
2020,135770927,1,
2020,142847240,9,
2020,147003728,10,
2020,147004521,10,
2020,147003741,10,
2020,147005266,1,
2020,147003446,1,
2020,146997236,10,
2020,147005333,1,
2020,147002428,10,
2020,147005087,1,
2020,148938898,3,
2020,136553789,10,
2020,142847051,9,
2020,142849247,10,
2020,148938729,6,
2020,137572415,10,
2020,137572768,10,
2020,139664358,1,
2020,147002078,10,
2020,139664407,1,
2020,139664023,10,
2020,136551661,10,
2020,136552089,1,
2020,136552091,1,
2020,142848157,10,
2020,142848568,6,
2020,142848845,6,
2020,147001447,10,
2020,142849045,10,
2020,142847226,10,
2020,149050893,10,
2020,142846615,1,
2020,142847103,9,
2020,142847098,9,
2020,147201093,10,
2020,142848992,10,
2020,139664573,9,
2020,142846501,10,
2020,142846508,1,
2020,142846778,4,
2020,142848892,4,
2020,142846357,1,
2020,147002001,9,
2020,142849022,10,
2020,147000367,10,
2020,147003791,1,
2020,135770842,10,
2020,139659362,10,
2020,142846896,1,
2020,147001683,10,
2020,147001464,6,
2020,147197539,1,
2020,147001573,1,
2020,147203007,10,
2020,146997822,10,
2020,142847203,10,
2020,139660375,1,
2020,137572383,1,
2020,137572884,10,
2020,137572698,10,
2020,139664422,1,
2020,134457044,1,
2020,134457188,10,
2020,139664557,9,
2020,139664144,1,
2020,139660776,10,
2020,139659951,10,
2020,136551771,10,
2020,136551831,10,
2020,136552018,10,
2020,147003640,10,
2020,147004882,1,
2020,142848223,10,
2020,147005098,10,
2020,142847204,1,
2020,142848143,10,
2020,142847074,10,
2020,147000420,10,
2020,142847035,1,
2020,139664282,9,
2020,149050844,9,
2020,147001027,10,
2020,147000390,1,
2020,147004919,1,
2020,146997876,10,
2020,147003563,1,
2020,147201201,10,
2020,137577019,1,
2020,147002521,1,
2020,146997322,1,
2020,147002475,6,
2020,147003510,9,
2020,147003742,10,
2020,147004400,9,
2020,147001613,10,
2020,147005224,1,
2020,149050767,1,
2020,142848679,1,
2020,139664018,9,
2020,142848985,1,
2020,134462960,10,
2020,139660634,10,
2020,137576956,1,
2020,139660165,1,
2020,139664356,2,
2020,135770398,6,
2020,135771234,10,
2020,136551753,10,
2020,149046990,10,
2020,142847151,10,
2020,147197780,1,
2020,142848276,1,
2020,147001842,9,
2020,139664150,1,
2020,149046925,10,
2020,147000813,10,
2020,142846527,1,
2020,142848369,1,
2020,142846906,10,
2020,147003260,9,
2020,147000319,10,
2020,147001725,1,
2020,147004711,9,
2020,147001908,1,
2020,147001715,3,
2020,147201202,10,
2020,148938770,10,
2020,148938772,10,
2020,147000368,10,
2020,147003571,9,
2020,135770615,10,
2020,142846751,1,
2020,147001687,10,
2020,147000949,10,
2020,146997284,10,
2020,147001609,10,
2020,147001755,1,
2020,136551429,10,
2020,139664419,10,
2020,139660804,1,
2020,142846874,1,
2020,139660684,1,
2020,139660684,6,
2020,137577005,6,
2020,137577175,1,
2020,139659346,1,
2020,139659332,9,
2020,134457029,10,
2020,134457190,10,
2020,134457539,10,
2020,139664472,10,
2020,139659635,1,
2020,136553719,1,
2020,136551902,9,
2020,147003644,10,
2020,147003642,10,
2020,147004219,1,
